SEASON,TEAM,TEAM_ID,PLAYOFF_RESULT,PLAYOFF_LABEL,TEAM_W_PCT,TEAM_PTS,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_FG_PCT,TEAM_FG3_PCT,TEAM_FT_PCT,TEAM_PLUS_MINUS,TEAM_W,TEAM_L,TEAM_E_OFF_RATING,TEAM_E_DEF_RATING,TEAM_E_NET_RATING,TEAM_E_PACE,CONF_STRENGTH,ROSTER_CONTINUITY,P1_PTS,P1_REB,P1_AST,P1_STL,P1_BLK,P1_TOV,P1_FG_PCT,P1_FG3_PCT,P1_FT_PCT,P1_MIN,P1_PER_APPROX,P2_PTS,P2_REB,P2_AST,P2_STL,P2_BLK,P2_TOV,P2_FG_PCT,P2_FG3_PCT,P2_FT_PCT,P2_MIN,P2_PER_APPROX,P3_PTS,P3_REB,P3_AST,P3_STL,P3_BLK,P3_TOV,P3_FG_PCT,P3_FG3_PCT,P3_FT_PCT,P3_MIN,P3_PER_APPROX,P4_PTS,P4_REB,P4_AST,P4_STL,P4_BLK,P4_TOV,P4_FG_PCT,P4_FG3_PCT,P4_FT_PCT,P4_MIN,P4_PER_APPROX,P5_PTS,P5_REB,P5_AST,P5_STL,P5_BLK,P5_TOV,P5_FG_PCT,P5_FG3_PCT,P5_FT_PCT,P5_MIN,P5_PER_APPROX,P6_PTS,P6_REB,P6_AST,P6_STL,P6_BLK,P6_TOV,P6_FG_PCT,P6_FG3_PCT,P6_FT_PCT,P6_MIN,P6_PER_APPROX,P7_PTS,P7_REB,P7_AST,P7_STL,P7_BLK,P7_TOV,P7_FG_PCT,P7_FG3_PCT,P7_FT_PCT,P7_MIN,P7_PER_APPROX,P8_PTS,P8_REB,P8_AST,P8_STL,P8_BLK,P8_TOV,P8_FG_PCT,P8_FG3_PCT,P8_FT_PCT,P8_MIN,P8_PER_APPROX
2009-10,CLE,1610612739,2,Second Round Exit,0.744,102.1,42.5,22.4,6.9,5.2,13.9,0.485,0.381,0.72,6.5,61.0,21.0,108.8,101.8,7.0,93.4,0.4829333333333333,0.625,29.7,7.3,8.6,1.6,1.0,3.4,0.503,0.333,0.767,39.0,1.1487179487179489,18.7,8.4,1.3,1.1,0.3,1.4,0.461,0.344,0.647,36.5,0.778082191780822,15.8,3.0,5.3,1.0,0.3,2.5,0.442,0.429,0.894,34.2,0.6695906432748538,8.6,7.6,1.1,0.9,0.9,0.9,0.572,0.2,0.663,28.5,0.6385964912280702,7.3,2.9,1.9,0.8,0.2,0.9,0.434,0.414,0.789,28.3,0.431095406360424,8.8,2.8,3.3,0.9,0.5,1.5,0.445,0.325,0.81,25.0,0.5920000000000002,12.0,6.7,1.5,0.3,1.2,2.0,0.566,0.0,0.496,23.4,0.8418803418803419,8.5,4.9,0.5,0.4,0.5,1.1,0.554,0.0,0.681,20.9,0.6555023923444977
2009-10,DAL,1610612742,1,First Round Exit,0.671,102.0,41.7,23.4,7.6,5.5,12.9,0.464,0.372,0.816,2.7,55.0,27.0,107.1,104.3,2.9,94.3,0.5171333333333333,0.625,16.3,6.2,2.1,1.6,0.3,2.2,0.428,0.29,0.838,37.6,0.646276595744681,25.0,7.7,2.7,0.9,1.0,1.8,0.481,0.421,0.915,37.5,0.9466666666666668,10.3,5.6,9.1,1.8,0.4,2.4,0.423,0.425,0.808,36.0,0.6888888888888889,16.6,1.8,3.8,1.2,0.2,1.4,0.438,0.365,0.866,33.0,0.6727272727272728,12.0,6.4,1.4,0.9,0.8,1.3,0.508,0.158,0.755,31.8,0.6352201257861634,9.1,9.3,0.6,0.3,2.1,1.3,0.562,0.0,0.62,30.6,0.6568627450980392,6.0,7.3,0.6,0.3,1.4,1.1,0.624,0.333,0.604,23.3,0.6223175965665236,7.6,1.9,3.3,0.4,0.1,1.3,0.44,0.357,0.844,19.8,0.6060606060606061
2009-10,DEN,1610612743,1,First Round Exit,0.646,106.5,41.4,21.0,8.3,5.1,13.9,0.468,0.359,0.772,4.1,53.0,29.0,108.7,104.6,4.2,97.4,0.5171333333333333,0.75,28.2,6.6,3.2,1.3,0.4,3.0,0.458,0.316,0.83,38.2,0.9607329842931936,11.5,9.4,1.9,1.2,1.1,1.6,0.456,0.276,0.557,34.2,0.6871345029239765,19.5,3.1,5.6,1.1,0.1,2.4,0.418,0.386,0.91,34.1,0.7917888563049855,13.8,7.6,2.5,1.4,1.0,1.5,0.587,0.0,0.704,33.6,0.738095238095238,15.4,3.1,2.4,1.3,0.3,1.9,0.414,0.338,0.706,27.8,0.7410071942446044,8.8,3.1,1.7,0.6,0.4,0.9,0.465,0.434,0.735,27.1,0.5055350553505534,5.9,6.4,0.4,0.6,1.9,0.8,0.566,0.0,0.695,22.3,0.6457399103139013,8.3,1.9,3.1,0.7,0.0,1.3,0.515,0.41,0.757,20.3,0.6256157635467979
2009-10,DET,1610612765,0,Missed Playoffs,0.329,94.0,40.2,19.4,7.3,3.8,13.4,0.445,0.314,0.728,-5.1,27.0,55.0,102.4,108.0,-5.6,91.3,0.4829333333333333,0.5,16.6,3.8,4.8,1.4,0.2,2.2,0.405,0.228,0.833,34.2,0.7192982456140351,13.5,5.1,3.3,0.7,0.4,1.2,0.486,0.37,0.714,34.0,0.6411764705882353,18.1,2.7,4.4,0.7,0.1,2.5,0.409,0.297,0.846,33.7,0.6973293768545995,5.5,8.7,1.5,1.2,1.2,0.9,0.541,0.0,0.406,28.6,0.6013986013986014,9.3,6.0,0.7,1.0,0.4,1.0,0.481,0.313,0.71,27.9,0.5878136200716846,13.8,1.9,2.7,0.8,0.1,1.9,0.416,0.321,0.861,27.9,0.6236559139784948,10.0,2.3,4.5,0.9,0.1,1.8,0.444,0.218,0.798,26.5,0.6037735849056604,11.9,4.7,0.7,0.6,0.7,0.9,0.439,0.351,0.815,23.7,0.7468354430379748
2009-10,GSW,1610612744,0,Missed Playoffs,0.317,108.8,38.4,22.4,9.3,4.1,14.7,0.469,0.375,0.782,-3.6,26.0,56.0,105.4,108.9,-3.5,102.9,0.5171333333333333,0.5,25.5,4.0,5.3,2.2,0.4,3.8,0.449,0.338,0.753,41.4,0.8115942028985508,17.5,4.5,5.9,1.9,0.2,3.0,0.462,0.437,0.885,36.2,0.7458563535911601,15.2,4.6,2.8,1.0,0.3,1.2,0.495,0.359,0.839,32.6,0.696319018404908,11.7,7.0,1.9,0.7,0.7,1.0,0.43,0.329,0.769,31.0,0.6774193548387095,11.8,3.8,2.2,0.7,0.3,0.8,0.459,0.444,1.0,30.1,0.5980066445182723,19.8,5.3,2.5,0.7,0.1,2.4,0.516,0.26,0.835,29.7,0.8754208754208755,13.0,3.8,1.5,0.9,0.2,1.2,0.468,0.456,0.886,29.2,0.6232876712328766,10.3,2.6,2.8,1.6,0.1,1.1,0.468,0.31,0.771,27.5,0.5927272727272728
2009-10,HOU,1610612745,0,Missed Playoffs,0.512,102.4,42.0,21.8,7.1,3.9,14.5,0.447,0.351,0.772,-0.4,42.0,40.0,104.5,104.9,-0.4,96.8,0.5171333333333333,0.625,14.9,5.6,3.8,1.8,0.6,2.2,0.394,0.334,0.649,36.5,0.6712328767123289,19.6,2.6,5.3,0.8,0.2,2.8,0.432,0.398,0.822,35.6,0.7219101123595506,20.6,3.6,2.4,1.0,0.1,2.0,0.417,0.333,0.876,35.5,0.723943661971831,16.2,8.6,2.1,0.8,0.3,2.0,0.514,0.2,0.779,32.6,0.7975460122699386,8.0,4.7,2.4,0.8,1.1,1.0,0.398,0.362,0.726,32.4,0.4938271604938272,5.3,4.1,1.4,0.9,1.0,1.1,0.439,0.296,0.625,25.6,0.4531249999999999,9.1,3.6,4.5,0.9,0.1,1.7,0.397,0.272,0.827,24.3,0.6790123456790124,4.4,5.7,1.7,0.9,0.5,0.9,0.489,0.0,0.545,21.6,0.5694444444444444
2009-10,IND,1610612754,0,Missed Playoffs,0.39,100.8,41.5,21.1,7.1,5.4,15.0,0.443,0.348,0.775,-3.0,32.0,50.0,101.3,104.3,-3.0,99.4,0.4829333333333333,0.75,24.1,5.5,2.8,1.5,0.8,2.5,0.428,0.361,0.848,36.7,0.877384196185286,14.6,10.2,2.1,1.0,0.5,1.4,0.472,0.384,0.798,32.6,0.8282208588957055,9.4,4.2,1.4,0.7,0.8,1.1,0.423,0.411,0.629,30.4,0.5065789473684211,7.8,3.0,5.1,1.3,0.2,2.2,0.426,0.288,0.71,29.4,0.5170068027210885,10.3,3.2,3.8,0.9,0.2,1.9,0.445,0.16,0.77,25.3,0.6521739130434783,11.7,5.7,2.0,0.4,1.6,1.8,0.495,0.5,0.754,25.1,0.7808764940239042,10.2,3.0,2.0,0.5,0.5,1.7,0.461,0.125,0.77,24.9,0.5823293172690763,9.9,3.5,1.5,0.6,0.2,1.1,0.41,0.318,0.842,22.2,0.6576576576576577
2009-10,LAC,1610612746,0,Missed Playoffs,0.354,95.7,41.8,22.1,6.5,5.7,15.7,0.455,0.332,0.73,-6.4,29.0,53.0,100.9,107.6,-6.7,94.8,0.5171333333333333,0.375,16.9,2.6,3.0,1.1,0.2,2.3,0.449,0.371,0.742,36.0,0.5972222222222222,18.5,9.3,1.6,0.5,1.2,2.9,0.49,0.0,0.749,34.3,0.8221574344023325,15.3,3.5,8.0,1.7,0.6,2.8,0.406,0.277,0.821,33.6,0.7827380952380952,11.9,2.9,1.4,0.4,0.8,1.0,0.409,0.336,0.841,33.0,0.4969696969696969,7.3,2.3,4.8,0.7,0.1,1.6,0.416,0.395,0.75,27.0,0.5037037037037037,10.9,7.7,0.7,0.6,0.8,1.5,0.478,0.125,0.861,25.1,0.7649402390438248,9.1,3.6,1.0,0.5,0.5,0.9,0.391,0.381,0.831,21.5,0.641860465116279,7.8,3.8,1.1,0.4,0.3,1.2,0.569,0.2,0.635,16.4,0.7439024390243903
2009-10,LAL,1610612747,5,Champion,0.695,101.7,44.3,21.1,7.5,4.9,13.4,0.457,0.341,0.765,4.7,57.0,25.0,105.9,101.0,4.9,95.3,0.5171333333333333,0.875,27.0,5.4,5.0,1.5,0.3,3.2,0.456,0.329,0.811,38.8,0.9278350515463916,18.3,11.3,3.4,0.6,1.7,2.2,0.536,0.0,0.79,37.0,0.8945945945945947,11.0,4.3,3.0,1.4,0.3,1.6,0.414,0.355,0.688,33.8,0.5443786982248521,10.8,9.8,3.3,0.9,0.7,1.8,0.463,0.319,0.693,31.5,0.7523809523809524,15.0,8.3,1.0,0.5,1.4,1.8,0.57,0.0,0.739,30.4,0.8026315789473684,7.5,2.1,2.5,1.1,0.1,1.0,0.38,0.348,0.856,27.2,0.4522058823529411,8.1,2.2,1.3,0.7,0.4,0.8,0.427,0.328,0.818,20.7,0.5748792270531401,7.2,1.6,1.5,0.6,0.1,0.9,0.435,0.376,0.671,18.0,0.5611111111111111
2009-10,MEM,1610612763,0,Missed Playoffs,0.488,102.5,43.5,18.8,7.9,4.9,15.2,0.469,0.337,0.733,-1.5,40.0,42.0,104.8,106.3,-1.5,96.7,0.5171333333333333,0.5,19.6,5.9,1.9,1.5,0.8,2.1,0.466,0.327,0.753,39.7,0.6952141057934508,17.5,3.8,3.0,1.2,0.2,2.1,0.458,0.383,0.809,38.0,0.6210526315789473,20.8,11.7,1.8,1.0,0.4,2.1,0.488,0.288,0.778,37.7,0.8912466843501324,14.6,9.3,2.4,1.0,1.6,2.0,0.581,0.0,0.67,35.8,0.7513966480446927,12.0,2.4,5.3,1.4,0.2,2.1,0.445,0.387,0.743,32.1,0.5981308411214952,8.8,3.2,2.7,1.6,0.3,0.9,0.487,0.258,0.639,30.0,0.5233333333333333,7.4,2.5,0.7,0.4,0.3,1.2,0.451,0.196,0.777,16.5,0.6121212121212122,3.5,1.7,2.8,0.9,0.1,1.7,0.371,0.179,0.815,15.5,0.4709677419354838
2009-10,MIA,1610612748,1,First Round Exit,0.573,96.5,41.8,18.9,7.4,5.6,13.2,0.458,0.346,0.752,2.3,47.0,35.0,104.5,102.1,2.5,91.4,0.4829333333333333,0.625,26.6,4.8,6.5,1.8,1.1,3.3,0.476,0.3,0.761,36.3,1.0330578512396698,14.8,6.4,1.3,1.0,0.6,1.7,0.45,0.275,0.8,29.8,0.7516778523489934,13.6,6.9,1.3,0.4,1.4,1.8,0.529,0.0,0.72,28.4,0.7676056338028169,9.9,8.1,0.7,0.4,0.3,1.0,0.494,0.0,0.762,27.9,0.6594982078853047,8.9,4.9,1.2,0.9,0.2,0.8,0.431,0.397,0.732,27.4,0.5583941605839416,8.2,2.5,3.4,1.0,0.2,1.8,0.348,0.345,0.728,27.3,0.4945054945054944,7.1,1.8,3.4,1.2,0.2,1.7,0.401,0.318,0.745,24.8,0.4838709677419354,6.1,1.8,3.1,0.5,0.1,0.8,0.475,0.28,0.844,22.0,0.4909090909090908
2009-10,MIL,1610612749,1,First Round Exit,0.561,97.7,43.0,21.2,7.1,4.7,13.2,0.436,0.356,0.755,1.7,46.0,36.0,102.0,100.2,1.8,94.4,0.4829333333333333,0.5,15.4,3.3,2.8,1.2,0.3,1.5,0.441,0.382,0.83,34.9,0.6160458452722063,15.5,3.4,5.7,1.3,0.2,2.4,0.371,0.374,0.817,32.6,0.7269938650306748,15.9,10.2,1.8,0.6,2.5,1.9,0.52,0.0,0.629,32.3,0.9009287925696596,11.0,5.3,2.7,1.1,0.3,1.6,0.408,0.367,0.782,30.4,0.618421052631579,11.9,3.0,2.2,1.1,0.1,0.8,0.352,0.3,0.712,27.3,0.6410256410256412,6.2,5.5,1.1,0.8,0.5,1.0,0.48,0.353,0.699,25.6,0.51171875,10.4,6.4,1.0,0.7,0.3,0.9,0.443,0.336,0.715,23.4,0.7649572649572651,6.5,1.9,1.5,0.5,0.2,0.8,0.381,0.365,0.716,22.7,0.4317180616740088
2009-10,MIN,1610612750,0,Missed Playoffs,0.183,98.2,42.9,19.8,7.3,3.7,16.3,0.449,0.341,0.746,-9.6,15.0,67.0,98.9,108.6,-9.7,98.8,0.5171333333333333,0.5,17.1,9.3,1.8,0.8,1.3,1.8,0.498,0.0,0.68,32.4,0.8796296296296298,13.0,3.4,2.4,1.4,0.4,2.0,0.431,0.346,0.648,30.3,0.6138613861386136,10.9,4.6,1.6,0.8,0.2,1.3,0.447,0.372,0.825,29.1,0.5773195876288659,13.5,2.4,4.4,1.0,0.0,2.9,0.417,0.358,0.826,28.9,0.6366782006920416,14.0,11.0,2.3,0.7,0.4,2.0,0.45,0.33,0.815,28.6,0.923076923076923,6.7,4.7,1.5,0.7,1.1,1.1,0.49,0.0,0.536,21.4,0.6355140186915889,8.2,2.6,3.1,0.7,0.1,1.7,0.456,0.067,0.717,21.1,0.6161137440758293,5.6,3.1,1.7,0.8,0.3,1.0,0.433,0.295,0.798,19.8,0.5303030303030303
2009-10,BKN,1610612751,0,Missed Playoffs,0.146,92.4,39.7,18.8,7.0,4.8,14.4,0.429,0.318,0.78,-9.1,12.0,70.0,98.1,107.7,-9.7,93.7,0.4829333333333333,0.75,18.8,8.6,2.3,0.7,1.7,2.5,0.499,0.0,0.817,36.9,0.8021680216802168,16.9,3.2,6.6,1.2,0.3,2.8,0.403,0.276,0.798,34.7,0.7319884726224782,12.5,3.5,1.7,1.3,0.3,1.1,0.436,0.338,0.869,33.5,0.5432835820895522,12.0,7.2,0.9,0.7,1.0,1.5,0.403,0.366,0.798,31.8,0.6383647798742137,9.8,3.0,1.4,0.8,0.3,1.4,0.445,0.259,0.847,25.8,0.5387596899224807,7.8,2.4,0.9,0.6,0.2,0.6,0.421,0.335,0.778,22.9,0.4934497816593886,8.4,4.5,2.9,0.6,0.1,1.6,0.401,0.31,0.715,22.6,0.6592920353982302,4.5,2.9,1.0,0.3,0.2,0.9,0.411,0.0,0.754,21.3,0.3755868544600939
2009-10,NOP,1610612740,0,Missed Playoffs,0.451,100.2,40.3,22.3,7.6,3.7,13.5,0.464,0.363,0.778,-2.5,37.0,45.0,105.1,107.6,-2.6,94.7,0.5171333333333333,0.625,18.7,4.2,10.7,2.1,0.2,2.5,0.493,0.409,0.847,38.1,0.8766404199475065,19.0,7.5,3.0,0.9,0.7,2.1,0.505,0.259,0.865,36.4,0.7967032967032966,12.6,3.7,1.5,0.8,0.1,0.9,0.404,0.375,0.897,31.4,0.56687898089172,10.4,9.0,0.7,0.7,1.5,1.4,0.53,0.0,0.562,28.9,0.7231833910034602,12.4,2.5,5.7,1.0,0.1,2.7,0.477,0.4,0.851,27.8,0.683453237410072,14.5,2.9,1.6,0.8,0.2,1.0,0.451,0.374,0.814,25.6,0.7421875,5.2,4.3,1.5,0.5,0.2,0.7,0.365,0.335,0.825,22.5,0.4888888888888889,7.1,2.7,0.9,0.5,0.1,0.6,0.385,0.363,0.611,21.1,0.5071090047393365
2009-10,NYK,1610612752,0,Missed Playoffs,0.354,102.1,40.4,21.6,7.1,3.7,14.0,0.455,0.346,0.782,-3.8,29.0,53.0,105.2,109.1,-3.9,96.1,0.4829333333333333,0.625,20.2,11.7,3.6,1.0,0.5,2.3,0.545,0.0,0.812,37.3,0.93029490616622,15.3,5.4,2.1,0.7,0.8,1.7,0.479,0.267,0.806,35.7,0.6330532212885155,15.1,4.9,1.7,0.9,0.7,1.4,0.423,0.381,0.818,33.9,0.6460176991150443,11.7,11.0,1.1,0.6,0.6,1.6,0.441,0.0,0.759,33.1,0.7069486404833837,7.4,2.7,5.6,0.9,0.0,1.6,0.373,0.349,0.716,30.9,0.4854368932038835,17.7,5.6,1.5,0.9,0.4,1.8,0.435,0.342,0.757,30.5,0.7967213114754096,8.2,3.1,3.3,0.5,0.5,1.5,0.387,0.25,0.746,22.4,0.6294642857142857,9.4,2.5,1.1,0.7,0.1,0.8,0.517,0.431,0.796,22.0,0.5909090909090908
2009-10,OKC,1610612760,1,First Round Exit,0.61,101.5,43.5,20.0,8.0,5.9,15.0,0.462,0.34,0.805,3.5,50.0,32.0,105.8,102.1,3.6,95.4,0.5171333333333333,0.75,30.1,7.6,2.8,1.4,1.0,3.3,0.476,0.365,0.9,39.5,1.0025316455696205,15.1,6.0,1.6,1.3,0.9,1.6,0.453,0.333,0.74,37.1,0.628032345013477,16.1,4.9,8.0,1.3,0.4,3.3,0.418,0.221,0.78,34.3,0.7988338192419825,6.0,4.7,1.8,1.2,0.6,1.1,0.44,0.313,0.674,28.6,0.4615384615384615,9.9,3.2,1.8,1.1,0.3,1.4,0.403,0.375,0.808,22.9,0.6506550218340613,8.4,5.0,0.7,0.4,0.6,0.8,0.502,0.2,0.717,22.9,0.6244541484716157,5.9,5.1,0.5,0.5,0.6,0.8,0.589,0.25,0.692,20.8,0.5673076923076923,6.3,5.4,0.1,0.3,1.3,0.9,0.543,0.5,0.63,18.1,0.6906077348066297
2009-10,ORL,1610612753,3,Conference Finals,0.72,102.8,43.2,19.7,6.2,5.6,14.1,0.47,0.375,0.724,7.5,59.0,23.0,109.5,101.5,8.0,93.6,0.4829333333333333,0.625,18.3,13.2,1.8,0.9,2.8,3.3,0.612,0.0,0.592,34.7,0.9711815561959652,14.1,4.4,1.5,1.1,0.4,1.5,0.435,0.397,0.806,32.9,0.60790273556231,16.6,3.9,3.1,0.7,0.2,1.4,0.428,0.367,0.84,30.8,0.75,12.6,3.0,5.4,0.7,0.0,2.1,0.449,0.381,0.845,28.6,0.6853146853146852,8.8,5.5,1.7,0.7,0.4,1.4,0.487,0.319,0.74,25.9,0.6061776061776061,8.7,2.9,0.7,0.7,0.4,0.9,0.432,0.379,0.633,22.5,0.5555555555555555,9.6,1.9,1.9,0.3,0.0,0.8,0.439,0.405,0.86,22.1,0.5837104072398189,6.0,1.5,3.6,0.6,0.0,1.1,0.444,0.38,0.756,20.8,0.5096153846153846
2009-10,PHI,1610612755,0,Missed Playoffs,0.329,97.7,41.0,21.0,8.1,5.4,14.5,0.46,0.343,0.756,-3.9,27.0,55.0,103.4,107.5,-4.1,93.9,0.4829333333333333,0.75,17.1,6.5,5.8,1.7,0.7,2.7,0.443,0.31,0.733,38.9,0.7480719794344474,13.8,5.2,1.4,1.2,0.2,1.9,0.47,0.348,0.691,32.0,0.621875,13.8,2.8,4.0,0.7,0.1,2.3,0.43,0.36,0.794,30.9,0.6181229773462784,13.1,6.1,1.4,1.1,1.1,1.7,0.48,0.0,0.738,30.2,0.6986754966887417,14.0,2.9,4.2,1.3,0.2,1.7,0.47,0.34,0.824,29.9,0.6989966555183946,8.1,9.6,0.8,0.5,1.8,1.5,0.545,0.0,0.729,25.9,0.7451737451737452,8.0,2.6,3.8,1.1,0.2,2.1,0.442,0.39,0.756,24.2,0.5619834710743801,8.7,1.8,2.1,0.4,0.2,0.9,0.457,0.346,0.833,21.3,0.5774647887323943
2009-10,PHX,1610612756,3,Conference Finals,0.659,110.2,43.0,23.3,5.8,5.1,14.8,0.492,0.412,0.77,4.9,54.0,28.0,112.7,107.7,5.0,97.6,0.5171333333333333,0.875,23.1,8.9,1.0,0.6,1.0,2.6,0.557,0.167,0.771,34.6,0.9248554913294798,16.5,3.3,11.0,0.5,0.1,3.6,0.507,0.426,0.938,32.8,0.8475609756097562,15.7,5.1,1.8,0.8,0.4,1.2,0.474,0.393,0.739,31.5,0.7174603174603174,11.3,5.5,2.4,0.7,0.4,1.3,0.478,0.438,0.817,30.0,0.6333333333333332,11.2,5.3,1.4,0.8,0.9,0.9,0.451,0.439,0.81,27.0,0.6925925925925925,8.2,3.4,1.4,1.0,0.2,0.8,0.459,0.458,0.754,24.3,0.5514403292181069,8.4,4.9,0.1,0.2,1.0,0.8,0.588,0.0,0.704,19.3,0.7150259067357512,7.9,2.1,3.0,0.6,0.1,1.6,0.452,0.394,0.736,18.0,0.6722222222222222
2009-10,POR,1610612757,1,First Round Exit,0.61,98.1,40.2,20.4,6.4,4.3,12.3,0.461,0.354,0.79,3.3,50.0,32.0,108.0,104.4,3.6,90.0,0.5171333333333333,0.75,17.9,8.0,2.1,0.9,0.6,1.3,0.495,0.313,0.757,37.5,0.752,21.5,4.4,4.7,0.9,0.2,2.0,0.473,0.33,0.78,37.2,0.7983870967741934,7.5,11.8,2.5,1.3,2.0,1.2,0.475,0.286,0.639,31.3,0.7635782747603834,14.0,3.2,5.4,1.1,0.1,2.1,0.445,0.2,0.821,30.5,0.7114754098360657,10.1,3.8,1.2,0.6,0.7,0.7,0.519,0.409,0.843,24.8,0.6330645161290323,9.4,3.3,0.8,0.5,0.5,0.7,0.405,0.373,0.813,24.5,0.563265306122449,11.1,8.5,0.9,0.4,2.3,1.9,0.605,0.0,0.766,23.9,0.891213389121339,8.1,2.6,2.0,1.0,0.2,1.2,0.378,0.368,0.867,23.2,0.5474137931034483
2009-10,SAC,1610612758,0,Missed Playoffs,0.305,100.0,42.6,20.5,6.9,4.5,15.0,0.456,0.349,0.726,-4.4,25.0,57.0,102.4,106.8,-4.5,96.7,0.5171333333333333,0.625,20.1,5.3,5.8,1.5,0.4,3.0,0.458,0.255,0.748,37.2,0.8091397849462365,12.5,8.5,1.7,0.5,1.0,1.9,0.472,0.1,0.715,31.4,0.7101910828025478,12.9,2.8,4.7,1.1,0.1,1.7,0.493,0.377,0.837,31.3,0.6357827476038339,16.8,5.9,0.8,0.7,0.8,1.7,0.536,0.333,0.806,30.9,0.7540453074433658,10.0,6.1,2.2,0.4,1.2,1.8,0.468,0.299,0.689,26.4,0.6856060606060606,10.3,4.5,1.2,0.7,0.2,1.3,0.446,0.369,0.672,25.1,0.6215139442231075,8.1,2.6,1.8,0.4,0.8,0.8,0.466,0.39,0.882,23.0,0.5608695652173913,8.5,3.1,0.9,0.5,0.7,1.2,0.441,0.377,0.643,21.4,0.5841121495327103
2009-10,SAS,1610612759,2,Second Round Exit,0.61,101.4,42.8,22.3,6.3,4.6,13.6,0.473,0.358,0.74,5.1,50.0,32.0,107.2,101.8,5.4,94.1,0.5171333333333333,0.625,17.9,10.1,3.2,0.6,1.5,1.8,0.518,0.182,0.725,31.3,1.0063897763578271,12.3,4.4,2.0,0.6,0.5,1.3,0.467,0.316,0.735,31.1,0.594855305466238,16.0,2.4,5.7,0.5,0.1,2.7,0.487,0.294,0.756,30.9,0.7119741100323624,12.4,2.6,2.9,0.9,0.3,1.3,0.478,0.399,0.772,29.2,0.6095890410958903,16.5,3.8,4.9,1.4,0.3,2.1,0.441,0.377,0.87,28.7,0.8641114982578397,5.8,5.9,1.1,0.6,0.4,1.0,0.479,0.0,0.632,21.0,0.6095238095238095,4.4,2.2,1.2,0.6,0.2,0.7,0.403,0.357,0.74,19.7,0.4010152284263959,6.3,2.1,1.7,0.4,0.2,0.7,0.389,0.333,0.794,19.2,0.5208333333333334
2009-10,TOR,1610612761,0,Missed Playoffs,0.488,104.1,40.4,22.0,5.7,4.7,13.4,0.482,0.371,0.764,-1.8,40.0,42.0,108.6,110.5,-1.9,95.3,0.4829333333333333,0.375,24.0,10.8,2.4,0.6,1.0,2.4,0.518,0.364,0.797,36.1,1.0083102493074791,17.2,6.2,1.2,0.3,1.4,1.5,0.47,0.372,0.774,35.0,0.7085714285714285,11.3,4.6,4.1,0.7,0.4,1.7,0.409,0.374,0.774,30.7,0.6319218241042345,11.4,2.7,5.0,0.7,0.1,2.0,0.481,0.412,0.842,27.4,0.6532846715328469,10.3,2.1,5.9,0.7,0.1,1.5,0.482,0.398,0.798,26.7,0.6591760299625469,8.6,2.9,0.7,0.6,0.2,0.8,0.498,0.25,0.763,21.6,0.5648148148148147,6.5,2.8,1.1,0.4,0.2,0.9,0.406,0.335,0.688,20.8,0.485576923076923,7.5,2.8,1.5,0.6,0.4,0.9,0.515,0.133,0.688,19.8,0.601010101010101
2009-10,UTA,1610612762,2,Second Round Exit,0.646,104.2,42.2,26.7,8.2,4.9,15.2,0.491,0.364,0.741,5.3,53.0,29.0,107.8,102.2,5.5,96.4,0.5171333333333333,0.875,18.7,4.0,10.5,1.3,0.2,3.3,0.469,0.371,0.801,36.9,0.8509485094850949,19.5,11.2,3.2,1.1,0.5,2.7,0.562,0.0,0.742,34.3,0.956268221574344,13.5,7.1,1.6,0.5,1.1,1.7,0.458,0.385,0.82,29.4,0.751700680272109,11.9,4.6,2.7,1.4,1.2,1.4,0.506,0.292,0.744,29.0,0.7034482758620689,11.6,6.8,1.6,0.8,1.2,1.4,0.538,0.111,0.693,27.8,0.7410071942446044,9.4,2.3,1.5,0.8,0.2,1.1,0.483,0.382,0.829,24.7,0.5303643724696356,9.9,2.7,1.7,0.9,0.3,1.3,0.429,0.341,0.695,23.8,0.5966386554621849,7.2,2.1,1.7,0.5,0.2,0.8,0.493,0.536,0.796,18.3,0.5956284153005463
2009-10,WAS,1610612764,0,Missed Playoffs,0.317,96.2,41.8,19.0,6.0,5.1,14.9,0.449,0.353,0.762,-4.8,26.0,56.0,101.4,106.4,-5.0,94.2,0.4829333333333333,0.25,22.6,4.2,7.2,1.3,0.3,3.7,0.411,0.348,0.739,36.5,0.8739726027397259,10.9,6.2,3.9,0.7,0.2,2.1,0.501,0.48,0.824,33.4,0.5928143712574849,14.1,6.3,2.1,1.0,0.9,2.2,0.478,0.295,0.744,27.9,0.7956989247311829,10.7,3.9,1.2,0.6,0.5,1.4,0.473,0.355,0.725,27.7,0.5595667870036101,12.7,3.6,1.4,0.7,0.3,1.3,0.405,0.267,0.784,26.2,0.6641221374045801,10.1,1.9,3.3,0.5,0.1,1.3,0.414,0.346,0.89,23.8,0.6134453781512604,6.9,2.2,3.6,0.5,0.3,1.6,0.517,0.0,0.875,22.1,0.5384615384615385,7.8,3.8,0.9,0.6,0.1,1.1,0.368,0.347,0.8,21.7,0.5576036866359447
